"departure","arrival","departure_y","departure_x","arrival_y","arrival_x","departure_in_DHZW","arrival_in_DHZW","time_total","time_walk","time_transit","time_waiting","n_changes","distance_total","distance_walk","distance_transit","stop_PC6","stop_PC5","feasible"
"2541J","2542E",52.0428029699201,4.276378686054,52.0358716120214,4.26738012702625,1,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2542L","2542E",52.0321711365659,4.26237314917407,52.0358716120214,4.26738012702625,1,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543V","2542E",52.039653035803,4.25997191228478,52.0358716120214,4.26738012702625,1,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2541V","2542E",52.051437567357,4.27771245840659,52.0358716120214,4.26738012702625,1,1,15.2,8.9,6.3,0,0,3,0.7,2.3,"-1","-1",1
"2531K","2542E",52.0441343141771,4.29620031203014,52.0358716120214,4.26738012702625,1,1,27.3,22,5.3,0,0,3.5,1.7,1.8,"-1","-1",1
"2544A","2542E",52.0522111888174,4.2663242263552,52.0358716120214,4.26738012702625,1,1,18.4,10.3,8.2,0,0,3.6,0.8,2.8,"-1","-1",1
"2541E","2542E",52.0440311403033,4.27717737206613,52.0358716120214,4.26738012702625,1,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2541X","2542E",52.0541032153245,4.27432718219758,52.0358716120214,4.26738012702625,1,1,18.4,10.3,8.2,0,0,3.6,0.8,2.8,"-1","-1",1
"2541S","2542E",52.0445572834749,4.27949028631981,52.0358716120214,4.26738012702625,1,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2531B","2542E",52.0554542033459,4.29605895548404,52.0358716120214,4.26738012702625,1,1,29.2,20.8,8.4,0,0,4.6,1.5,3.1,"-1","-1",1
"2541T","2542E",52.046465644788,4.2793426786611,52.0358716120214,4.26738012702625,1,1,18,15.6,2.4,0,0,1.9,1.2,0.7,"-1","-1",1
"2542P","2542E",52.0353382689111,4.2680460825945,52.0358716120214,4.26738012702625,1,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2531X","2542E",52.0564879845059,4.29763546300736,52.0358716120214,4.26738012702625,1,1,31.6,23.2,8.4,0,0,4.8,1.7,3.1,"-1","-1",1
"2546C","2542E",52.0566592189878,4.27346932211107,52.0358716120214,4.26738012702625,1,1,20,11.8,8.2,0,0,3.7,0.9,2.8,"-1","-1",1
"2545A","2542E",52.0530226817073,4.26308177456596,52.0358716120214,4.26738012702625,1,1,22.8,13,9.9,0,0,4.2,0.9,3.3,"-1","-1",1
"2546E","2542E",52.0580559213753,4.27115759168931,52.0358716120214,4.26738012702625,1,1,23.4,13.6,9.9,0,0,4.3,1,3.3,"-1","-1",1
"2546T","2542E",52.0592568478597,4.27600442135472,52.0358716120214,4.26738012702625,1,1,25.5,9.2,10.5,5.8,1,4.5,0.7,3.8,"-1","-1",1
"2543E","2542E",52.0367222332167,4.25362685931864,52.0358716120214,4.26738012702625,1,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2542V","2542G",52.0370134259517,4.26626571675762,52.0347841517119,4.26643166834011,1,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2531X","2542G",52.0564879845059,4.29763546300736,52.0347841517119,4.26643166834011,1,1,30.6,22.2,8.4,0,0,4.7,1.6,3.1,"-1","-1",1
"2545H","2542G",52.0436878110164,4.28273156391466,52.0347841517119,4.26643166834011,1,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543A","2542G",52.0434639733693,4.26411809103701,52.0347841517119,4.26643166834011,1,1,10.3,6.5,3.8,0,0,1.8,0.5,1.3,"-1","-1",1
"2532B","2542G",52.0471157905223,4.29792093747227,52.0347841517119,4.26643166834011,1,1,28.8,22.5,6.3,0,0,3.9,1.7,2.2,"-1","-1",1
"2541V","2542G",52.051437567357,4.27771245840659,52.0347841517119,4.26643166834011,1,1,14.2,6.8,7.3,0,0,3.3,0.5,2.8,"-1","-1",1
"2541D","2542G",52.0457242616335,4.27753798319194,52.0347841517119,4.26643166834011,1,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2544P","2542G",52.0299337341961,4.25081471133695,52.0347841517119,4.26643166834011,1,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543T","2542G",52.0398470736153,4.26367783290026,52.0347841517119,4.26643166834011,1,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2542A","2542G",52.0402034605346,4.27217308358629,52.0347841517119,4.26643166834011,1,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2544K","2542G",52.0441502180298,4.25828520254179,52.0347841517119,4.26643166834011,1,1,14.1,10.3,3.8,0,0,2.1,0.8,1.3,"-1","-1",1
"2542R","2542G",52.0384996677343,4.27804423051274,52.0347841517119,4.26643166834011,1,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2541P","2542G",52.0428282252136,4.28029856825596,52.0347841517119,4.26643166834011,1,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2533A","2542G",52.0536330532777,4.27865212084885,52.0347841517119,4.26643166834011,1,1,18.2,10.8,7.3,0,0,3.6,0.8,2.8,"-1","-1",1
"2546B","2542G",52.0591161365999,4.27399671521609,52.0347841517119,4.26643166834011,1,1,23,13.8,9.2,0,0,4.4,1,3.4,"-1","-1",1
"2532D","2542G",52.0459062928883,4.29687393506817,52.0347841517119,4.26643166834011,1,1,30.1,24.7,5.3,0,0,3.8,1.9,1.9,"-1","-1",1
"2531G","2542G",52.0504032430485,4.30421950110588,52.0347841517119,4.26643166834011,1,1,34.4,24.4,10,0,0,5.3,1.9,3.4,"-1","-1",1
"2532S","2542G",52.0487032768463,4.29887219491031,52.0347841517119,4.26643166834011,1,1,29.3,23,6.3,0,0,3.9,1.7,2.2,"-1","-1",1
"2532V","2542G",52.045154884928,4.29465346898307,52.0347841517119,4.26643166834011,1,1,28.6,23.3,5.3,0,0,3.6,1.8,1.8,"-1","-1",1
"2544N","2542G",52.0342293799336,4.24498616242454,52.0347841517119,4.26643166834011,1,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2545G","2542G",52.0492425239982,4.27529335026369,52.0347841517119,4.26643166834011,1,1,12.1,4.7,7.3,0,0,3.2,0.3,2.9,"-1","-1",1
"2541J","2542G",52.0428029699201,4.276378686054,52.0347841517119,4.26643166834011,1,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2541X","2542G",52.0541032153245,4.27432718219758,52.0347841517119,4.26643166834011,1,1,17.4,8.2,9.2,0,0,3.9,0.6,3.3,"-1","-1",1
"2533H","2542G",52.0487012158308,4.29070086181086,52.0347841517119,4.26643166834011,1,1,29.1,20.7,8.4,0,0,4.6,1.5,3.1,"-1","-1",1
"2545A","2542G",52.0530226817073,4.26308177456596,52.0347841517119,4.26643166834011,1,1,21.8,10.9,10.9,0,0,4.6,0.8,3.8,"-1","-1",1
"2544D","2542G",52.0493517376306,4.25167124379522,52.0347841517119,4.26643166834011,1,1,24.3,19.3,5,0,0,3.3,1.4,1.9,"-1","-1",1
"2541G","2542G",52.0404321384295,4.26716988682793,52.0347841517119,4.26643166834011,1,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2546X","2542G",52.0607363175907,4.27761287481445,52.0347841517119,4.26643166834011,1,1,22.8,5.5,11.5,5.8,1,4.7,0.4,4.3,"-1","-1",1
"2546C","2542G",52.0566592189878,4.27346932211107,52.0347841517119,4.26643166834011,1,1,18.9,9.8,9.2,0,0,4.1,0.7,3.4,"-1","-1",1
"2533G","2542G",52.0481019628413,4.28904693155921,52.0347841517119,4.26643166834011,1,1,23.1,7.9,10.7,4.5,1,4.5,0.6,3.9,"-1","-1",1
"2545B","2542G",52.0438369470538,4.274959863301,52.0347841517119,4.26643166834011,1,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2544V","2542G",52.0454790140349,4.25995965447312,52.0347841517119,4.26643166834011,1,1,12.6,7.5,5,0,0,2.5,0.6,1.9,"-1","-1",1
"2545W","2542G",52.0509524301826,4.27008583948385,52.0347841517119,4.26643166834011,1,1,17.3,8.2,9.2,0,0,3.9,0.6,3.3,"-1","-1",1
"2544S","2542G",52.0416822739541,4.25091669844794,52.0347841517119,4.26643166834011,1,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2531C","2542G",52.0558279026928,4.29833090580325,52.0347841517119,4.26643166834011,1,1,29.8,21.4,8.4,0,0,4.6,1.6,3,"-1","-1",1
"2541S","2542G",52.0445572834749,4.27949028631981,52.0347841517119,4.26643166834011,1,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2532A","2542G",52.0437946031594,4.29258857713425,52.0347841517119,4.26643166834011,1,1,23,5.1,13.4,4.5,1,4.9,0.4,4.5,"-1","-1",1
"2545R","2542G",52.0476784897808,4.2746398538643,52.0347841517119,4.26643166834011,1,1,16.6,9.2,7.3,0,0,3.5,0.7,2.8,"-1","-1",1
"2543E","2542G",52.0367222332167,4.25362685931864,52.0347841517119,4.26643166834011,1,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2531P","2542G",52.0492090305692,4.3034401908163,52.0347841517119,4.26643166834011,1,1,34.9,28.6,6.3,0,0,4.4,2.2,2.2,"-1","-1",1
"2543R","2542G",52.0428928838003,4.26639256132776,52.0347841517119,4.26643166834011,1,1,10.4,6.7,3.8,0,0,1.8,0.5,1.3,"-1","-1",1
"2541B","2542G",52.0519372435652,4.27391530920814,52.0347841517119,4.26643166834011,1,1,15.4,8.1,7.3,0,0,3.4,0.6,2.8,"-1","-1",1
"2531T","2542G",52.0536673452504,4.30215544399475,52.0347841517119,4.26643166834011,1,1,32.9,22.9,10,0,0,5.2,1.7,3.5,"-1","-1",1
"2541T","2542G",52.046465644788,4.2793426786611,52.0347841517119,4.26643166834011,1,1,18.7,11.4,7.3,0,0,3.7,0.8,2.9,"-1","-1",1
"2533C","2542G",52.0487353984816,4.29328303683979,52.0347841517119,4.26643166834011,1,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2531N","2542G",52.049314059414,4.30687520227831,52.0347841517119,4.26643166834011,1,1,37.3,27.4,10,0,0,5.5,2.1,3.4,"-1","-1",1
"2543S","2542G",52.0403612649755,4.26585945503325,52.0347841517119,4.26643166834011,1,1,7.1,4.1,3,0,0,1.4,0.3,1.1,"-1","-1",1
"2545L","2542G",52.0473179346973,4.27470088904843,52.0347841517119,4.26643166834011,1,1,16.2,8.9,7.3,0,0,3.5,0.7,2.8,"-1","-1",1
"2545E","2542G",52.0538899879879,4.26506166395777,52.0347841517119,4.26643166834011,1,1,19.6,8.8,10.9,0,0,4.4,0.6,3.8,"-1","-1",1
"2542W","2542G",52.0340586165648,4.26188960211193,52.0347841517119,4.26643166834011,1,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2531E","2542G",52.0534049735869,4.29952365154343,52.0347841517119,4.26643166834011,1,1,30.8,22.4,8.4,0,0,4.7,1.6,3.1,"-1","-1",1
"2542E","2542G",52.0358716120214,4.26738012702625,52.0347841517119,4.26643166834011,1,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2545S","2542G",52.0474238438796,4.27219725060486,52.0347841517119,4.26643166834011,1,1,13.6,7.6,6,0,0,2.9,0.6,2.3,"-1","-1",1
"2542C","2542G",52.0375620253995,4.26942353312512,52.0347841517119,4.26643166834011,1,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2545D","2542G",52.0447612674383,4.27041304165943,52.0347841517119,4.26643166834011,1,1,16.2,11.2,5,0,0,2.7,0.8,1.9,"-1","-1",1
"2531J","2542G",52.0474585115834,4.30134132675691,52.0347841517119,4.26643166834011,1,1,32.4,26.1,6.3,0,0,4.2,2,2.2,"-1","-1",1
"2533J","2542G",52.0509015842924,4.29388139874333,52.0347841517119,4.26643166834011,1,1,24.9,16.5,8.4,0,0,4.2,1.2,3,"-1","-1",1
"2545N","2542G",52.0478918255789,4.27889515568648,52.0347841517119,4.26643166834011,1,1,17.9,10.6,7.3,0,0,3.6,0.8,2.8,"-1","-1",1
"2533B","2542G",52.0486872890598,4.28410221908171,52.0347841517119,4.26643166834011,1,1,20.3,5.1,10.7,4.5,1,4.3,0.4,3.9,"-1","-1",1
"2541A","2542G",52.0527721996025,4.27352709917914,52.0347841517119,4.26643166834011,1,1,15.5,6.4,9.2,0,0,3.8,0.5,3.3,"-1","-1",1
"2545J","2542G",52.0501761443925,4.27390518499308,52.0347841517119,4.26643166834011,1,1,11.8,4.5,7.3,0,0,3.1,0.3,2.8,"-1","-1",1
"2532C","2542G",52.0527610273069,4.30393289541152,52.0347841517119,4.26643166834011,1,1,30.7,20.7,10,0,0,5.1,1.6,3.5,"-1","-1",1
"2541H","2542G",52.0424571974791,4.27793394933281,52.0347841517119,4.26643166834011,1,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2544G","2542G",52.0425265562463,4.25954339365026,52.0347841517119,4.26643166834011,1,1,12.6,8.8,3.8,0,0,2,0.7,1.3,"-1","-1",1
"2542H","2542G",52.0349695853731,4.26757165878612,52.0347841517119,4.26643166834011,1,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2533L","2542G",52.0524663644024,4.29612770686802,52.0347841517119,4.26643166834011,1,1,27.1,18.7,8.4,0,0,4.4,1.4,3,"-1","-1",1
"2544A","2542G",52.0522111888174,4.2663242263552,52.0347841517119,4.26643166834011,1,1,17.4,8.2,9.2,0,0,3.9,0.6,3.3,"-1","-1",1
"2546T","2542G",52.0592568478597,4.27600442135472,52.0347841517119,4.26643166834011,1,1,24.4,7.2,11.5,5.8,1,4.8,0.5,4.3,"-1","-1",1
"2531A","2542G",52.0572754569254,4.29968548273034,52.0347841517119,4.26643166834011,1,1,31.2,19.7,11.5,0,0,5.9,1.4,4.5,"-1","-1",1
"2544E","2542G",52.0464828004557,4.25028829153627,52.0347841517119,4.26643166834011,1,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2531K","2542G",52.0441343141771,4.29620031203014,52.0347841517119,4.26643166834011,1,1,29.9,24.6,5.3,0,0,3.7,1.9,1.8,"-1","-1",1
"2544X","2542G",52.0485769204117,4.25873629594925,52.0347841517119,4.26643166834011,1,1,17.2,12.2,5,0,0,2.8,0.9,1.9,"-1","-1",1
"2541E","2542G",52.0440311403033,4.27717737206613,52.0347841517119,4.26643166834011,1,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2541R","2542G",52.0430329074203,4.28099566871628,52.0347841517119,4.26643166834011,1,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2532R","2542G",52.048497984816,4.29502486962034,52.0347841517119,4.26643166834011,1,1,28.2,21.9,6.3,0,0,3.8,1.6,2.2,"-1","-1",1
"2544H","2542G",52.0457978448674,4.26058713725417,52.0347841517119,4.26643166834011,1,1,12.5,7.5,5,0,0,2.5,0.6,1.9,"-1","-1",1
"2542K","2542G",52.0364390701642,4.26312437750577,52.0347841517119,4.26643166834011,1,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543G","2542G",52.0353834676263,4.25634401078893,52.0347841517119,4.26643166834011,1,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2531B","2542G",52.0554542033459,4.29605895548404,52.0347841517119,4.26643166834011,1,1,28.2,19.8,8.4,0,0,4.5,1.4,3.1,"-1","-1",1
"2543V","2542G",52.039653035803,4.25997191228478,52.0347841517119,4.26643166834011,1,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2541C","2542G",52.0460959866039,4.28354502464633,52.0347841517119,4.26643166834011,1,1,23.3,16,7.3,0,0,4,1.2,2.8,"-1","-1",1
"2531S","2542G",52.0566910715675,4.30682838231389,52.0347841517119,4.26643166834011,1,1,32,22.1,10,0,0,5.1,1.6,3.5,"-1","-1",1
"2531H","2542G",52.0506011769973,4.30441154951965,52.0347841517119,4.26643166834011,1,1,34.1,24.1,10,0,0,5.3,1.8,3.5,"-1","-1",1
"2532T","2542G",52.0474416051998,4.29884757739698,52.0347841517119,4.26643166834011,1,1,29.7,23.4,6.3,0,0,4,1.8,2.2,"-1","-1",1
"2533V","2542G",52.0502735545728,4.28958147252202,52.0347841517119,4.26643166834011,1,1,23.5,8.4,10.7,4.5,1,4.6,0.6,4,"-1","-1",1
"2542N","2542G",52.0331301458607,4.25975908904229,52.0347841517119,4.26643166834011,1,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2545P","2542G",52.0486991606871,4.28003531328865,52.0347841517119,4.26643166834011,1,1,17.8,10.5,7.3,0,0,3.6,0.8,2.8,"-1","-1",1
"2545C","2542G",52.0564072356305,4.26594900581208,52.0347841517119,4.26643166834011,1,1,16.9,6,10.9,0,0,4.2,0.4,3.8,"-1","-1",1
"2542T","2542G",52.0387486365841,4.27284350201484,52.0347841517119,4.26643166834011,1,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2546E","2542G",52.0580559213753,4.27115759168931,52.0347841517119,4.26643166834011,1,1,22.4,11.5,10.9,0,0,4.6,0.8,3.8,"-1","-1",1
"2533E","2542G",52.0527763542252,4.29327791610092,52.0347841517119,4.26643166834011,1,1,23.7,15.3,8.4,0,0,4.2,1.1,3.1,"-1","-1",1
"2544W","2542G",52.0467602067797,4.25796164603099,52.0347841517119,4.26643166834011,1,1,15.8,10.8,5,0,0,2.7,0.8,1.9,"-1","-1",1
"2543C","2542G",52.0384390330544,4.25641060632753,52.0347841517119,4.26643166834011,1,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2544L","2542G",52.0351167857076,4.25190836738485,52.0347841517119,4.26643166834011,1,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2544C","2542G",52.0467546104116,4.25338619540227,52.0347841517119,4.26643166834011,1,1,21.1,17.3,3.8,0,0,2.7,1.3,1.4,"-1","-1",1
"2546V","2542G",52.0596909931168,4.27556636437299,52.0347841517119,4.26643166834011,1,1,25.5,14.7,10.9,0,0,4.9,1.1,3.8,"-1","-1",1
"2533K","2542G",52.0516140173519,4.29490608489947,52.0347841517119,4.26643166834011,1,1,25.8,17.4,8.4,0,0,4.3,1.3,3,"-1","-1",1
"2544B","2542G",52.0515159060315,4.26716520923931,52.0347841517119,4.26643166834011,1,1,17.1,7.9,9.2,0,0,3.9,0.6,3.3,"-1","-1",1
"2533T","2542G",52.0486750626026,4.29372754294905,52.0347841517119,4.26643166834011,1,1,29,20.6,8.4,0,0,4.6,1.5,3.1,"-1","-1",1
"2542L","2542G",52.0321711365659,4.26237314917407,52.0347841517119,4.26643166834011,1,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2532X","2542G",52.0445182307123,4.29296960419982,52.0347841517119,4.26643166834011,1,1,23.4,5.5,13.4,4.5,1,4.9,0.4,4.5,"-1","-1",1
"2544J","2542G",52.0450156297235,4.25830282422894,52.0347841517119,4.26643166834011,1,1,14.8,11.1,3.8,0,0,2.2,0.8,1.4,"-1","-1",1
"2546R","2542G",52.0570615813484,4.26887575509814,52.0347841517119,4.26643166834011,1,1,18.4,7.6,10.9,0,0,4.3,0.5,3.8,"-1","-1",1
"2546S","2542G",52.0578707378872,4.27105525072026,52.0347841517119,4.26643166834011,1,1,21.2,10.3,10.9,0,0,4.5,0.7,3.8,"-1","-1",1
"2544T","2542G",52.043708831961,4.25562360610011,52.0347841517119,4.26643166834011,1,1,17,13.2,3.8,0,0,2.3,1,1.3,"-1","-1",1
"2545K","2542G",52.0481088172448,4.27111535983347,52.0347841517119,4.26643166834011,1,1,12.3,6.2,6,0,0,2.8,0.5,2.3,"-1","-1",1
"2533X","2542G",52.0475070540024,4.28681239811095,52.0347841517119,4.26643166834011,1,1,20.8,5.6,10.7,4.5,1,4.4,0.4,4,"-1","-1",1
"2531R","2542G",52.0506225328425,4.30711094944945,52.0347841517119,4.26643166834011,1,1,32.9,22.9,10,0,0,5.2,1.7,3.5,"-1","-1",1
"2532E","2542G",52.0475791507598,4.29508668389784,52.0347841517119,4.26643166834011,1,1,26.9,20.6,6.3,0,0,3.7,1.6,2.1,"-1","-1",1
"2542P","2542G",52.0353382689111,4.2680460825945,52.0347841517119,4.26643166834011,1,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2545V","2542G",52.0500362790353,4.26839997997919,52.0347841517119,4.26643166834011,1,1,14.1,8.1,6,0,0,2.9,0.6,2.3,"-1","-1",1
"2542B","2542G",52.0380578144935,4.26687162425886,52.0347841517119,4.26643166834011,1,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2531V","2542G",52.0548564711263,4.30164930928224,52.0347841517119,4.26643166834011,1,1,32.5,24.1,8.4,0,0,4.8,1.8,3,"-1","-1",1
"2544R","2542G",52.0399609296029,4.25012156605765,52.0347841517119,4.26643166834011,1,1,16.4,13.6,2.9,0,0,2.2,1,1.2,"-1","-1",1
"2543X","2542G",52.0375341571121,4.2553666934214,52.0347841517119,4.26643166834011,1,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2533S","2542G",52.0553882189754,4.28645029912797,52.0347841517119,4.26643166834011,1,1,24.7,17.4,7.3,0,0,4.1,1.3,2.8,"-1","-1",1
"2545T","2542G",52.0467487644711,4.27233530039079,52.0347841517119,4.26643166834011,1,1,14.8,8.8,6,0,0,3,0.7,2.3,"-1","-1",1
"2546A","2542G",52.0577480548941,4.27572687830032,52.0347841517119,4.26643166834011,1,1,21.9,12.7,9.2,0,0,4.3,0.9,3.4,"-1","-1",1
"2545X","2542G",52.050072270455,4.26717572129706,52.0347841517119,4.26643166834011,1,1,13.5,7.4,6,0,0,2.9,0.5,2.4,"-1","-1",1
"2542J","2542G",52.0385335010829,4.25810585554739,52.0347841517119,4.26643166834011,1,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2542X","2542G",52.0334239047007,4.25986820932339,52.0347841517119,4.26643166834011,1,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543B","2542G",52.0408197781465,4.2614617830182,52.0347841517119,4.26643166834011,1,1,9.9,6.2,3.8,0,0,1.8,0.5,1.3,"-1","-1",1
"2544M","2542G",52.0396112782528,4.25129396965672,52.0347841517119,4.26643166834011,1,1,16.2,13.3,2.9,0,0,2.2,1,1.2,"-1","-1",1
"2542T","2542H",52.0387486365841,4.27284350201484,52.0349695853731,4.26757165878612,1,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2542J","2542H",52.0385335010829,4.25810585554739,52.0349695853731,4.26757165878612,1,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2542R","2542H",52.0384996677343,4.27804423051274,52.0349695853731,4.26757165878612,1,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2544X","2542H",52.0485769204117,4.25873629594925,52.0349695853731,4.26757165878612,1,1,18.2,13.2,5,0,0,2.9,1,1.9,"-1","-1",1
"2544K","2542H",52.0441502180298,4.25828520254179,52.0349695853731,4.26757165878612,1,1,15,11.2,3.8,0,0,2.2,0.8,1.4,"-1","-1",1
"2544M","2542H",52.0396112782528,4.25129396965672,52.0349695853731,4.26757165878612,1,1,17.1,14.2,2.9,0,0,2.3,1.1,1.2,"-1","-1",1
"2545X","2542H",52.050072270455,4.26717572129706,52.0349695853731,4.26757165878612,1,1,14.2,9.2,5,0,0,2.5,0.7,1.8,"-1","-1",1
"2543V","2542H",52.039653035803,4.25997191228478,52.0349695853731,4.26757165878612,1,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2546C","2542H",52.0566592189878,4.27346932211107,52.0349695853731,4.26757165878612,1,1,19.9,10.7,9.2,0,0,4.1,0.8,3.3,"-1","-1",1
"2541J","2542H",52.0428029699201,4.276378686054,52.0349695853731,4.26757165878612,1,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2531P","2542H",52.0492090305692,4.3034401908163,52.0349695853731,4.26757165878612,1,1,34,27.7,6.3,0,0,4.3,2.1,2.2,"-1","-1",1
"2546B","2542H",52.0591161365999,4.27399671521609,52.0349695853731,4.26757165878612,1,1,23.9,14.8,9.2,0,0,4.4,1.1,3.3,"-1","-1",1
"2531T","2542H",52.0536673452504,4.30215544399475,52.0349695853731,4.26757165878612,1,1,31.9,22,10,0,0,5.1,1.7,3.4,"-1","-1",1
"2544V","2542H",52.0454790140349,4.25995965447312,52.0349695853731,4.26757165878612,1,1,13.5,8.4,5,0,0,2.5,0.6,1.9,"-1","-1",1
"2531K","2542H",52.0441343141771,4.29620031203014,52.0349695853731,4.26757165878612,1,1,29,23.6,5.3,0,0,3.7,1.8,1.9,"-1","-1",1
"2543A","2542H",52.0434639733693,4.26411809103701,52.0349695853731,4.26757165878612,1,1,11.2,7.4,3.8,0,0,1.9,0.5,1.4,"-1","-1",1
"2541T","2542H",52.046465644788,4.2793426786611,52.0349695853731,4.26757165878612,1,1,19.6,17.2,2.4,0,0,2,1.3,0.7,"-1","-1",1
"2532C","2542H",52.0527610273069,4.30393289541152,52.0349695853731,4.26757165878612,1,1,29.8,19.8,10,0,0,5,1.5,3.5,"-1","-1",1
"2542N","2542H",52.0331301458607,4.25975908904229,52.0349695853731,4.26757165878612,1,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2544B","2542H",52.0515159060315,4.26716520923931,52.0349695853731,4.26757165878612,1,1,17.8,9.7,8.2,0,0,3.6,0.7,2.9,"-1","-1",1
"2546A","2542H",52.0577480548941,4.27572687830032,52.0349695853731,4.26757165878612,1,1,22.8,13.6,9.2,0,0,4.3,1,3.3,"-1","-1",1
"2531A","2542H",52.0572754569254,4.29968548273034,52.0349695853731,4.26757165878612,1,1,32.2,20.7,11.5,0,0,5.9,1.5,4.4,"-1","-1",1
"2543S","2542H",52.0403612649755,4.26585945503325,52.0349695853731,4.26757165878612,1,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2545T","2542H",52.0467487644711,4.27233530039079,52.0349695853731,4.26757165878612,1,1,15.8,9.7,6,0,0,3.1,0.7,2.4,"-1","-1",1
"2544C","2542H",52.0467546104116,4.25338619540227,52.0349695853731,4.26757165878612,1,1,22,18.2,3.8,0,0,2.7,1.4,1.3,"-1","-1",1
"2542P","2542H",52.0353382689111,4.2680460825945,52.0349695853731,4.26757165878612,1,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543G","2542H",52.0353834676263,4.25634401078893,52.0349695853731,4.26757165878612,1,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2532A","2542H",52.0437946031594,4.29258857713425,52.0349695853731,4.26757165878612,1,1,24,6,13.4,4.5,1,5,0.4,4.6,"-1","-1",1
"2531V","2542H",52.0548564711263,4.30164930928224,52.0349695853731,4.26757165878612,1,1,33.5,25.1,8.4,0,0,4.9,1.8,3.1,"-1","-1",1
"2544D","2542H",52.0493517376306,4.25167124379522,52.0349695853731,4.26757165878612,1,1,25.2,20.2,5,0,0,3.4,1.5,1.9,"-1","-1",1
"2532B","2542H",52.0471157905223,4.29792093747227,52.0349695853731,4.26757165878612,1,1,27.9,21.6,6.3,0,0,3.8,1.6,2.2,"-1","-1",1
